ChEMBL ID;Name;Synonyms;Type;Max Phase;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;Passes Ro3;QED Weighted;CX Acidic pKa;CX Basic pKa;CX LogP;CX LogD;Aromatic Rings;Structure Type;Inorganic Flag;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Species;Molecular Formula;Smiles;Inchi Key
CHEMBL1985928;METHOXYPHENAMINE HYDROCHLORIDE;METHOXYPHENAMINE HCL|METHOXYPHENAMINE HYDROCHLORIDE|NSC-65644|ORTHOXINE;Small molecule;4;215.72;59;59;1.85;21.26;2;1;0;4;N;0.76;None;10.04;2.08;-0.47;1;MOL;0;13;2;1;0;1.791.310;BASE;C11H18ClNO;CNC(C)Cc1ccccc1OC.Cl;FGSJNNQVSUVTPW-UHFFFAOYSA-N
CHEMBL1200614;IOVERSOL;IOVERSOL|MP 328|MP-328|OPTIRAY 160|OPTIRAY 240|OPTIRAY 300|OPTIRAY 320|OPTIRAY 350|Optiray;Small molecule;4;807.11;4;42;-2.02;199.89;9;8;2;12;N;0.11;11.72;None;-2.14;-2.14;1;MOL;0;33;12;8;3;8.068.647;NEUTRAL;C18H24I3N3O9;O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I;AMDBBAQNWSUWGN-UHFFFAOYSA-N
CHEMBL1673148;BEPHENIUM HYDROXYNAPHTHOATE;ALCOPAR|ALCOPARA|BEFEN|BEFENIOL|BEPHENAMINE HYDROXYNAPHTHOATE|BEPHENE OXINAPHTOATE|BEPHENII HYDROXYNAPHTHOAS|BEPHENIUM 3-HYDROXY-2-NAPHTHOATE|BEPHENIUM EMBONATE|BEPHENIUM HYDROXYNAPHTHOATE|DEBEFENIUM|FEDAL-UNCIN|FRANTIN|LECIBIS|NAFTAMON|NAPHTAMON|NAPHTAMONE|NEMEX|NSC-759245;Small molecule;4;443.54;4;12;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;4.432.097;None;C28H29NO4;C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O;PMPQCPQAHTXCDK-UHFFFAOYSA-M
CHEMBL13376;CLOMETACIN;C 1656|C-1656|CLOMETACIN|Clometacin|MINDOLIC ACID|R 3959|R-3959;Small molecule;4;357.79;5;31;3.93;68.53;4;1;0;5;N;0.70;3.66;None;3.88;0.56;3;MOL;0;25;5;1;0;3.570.768;ACID;C19H16ClNO4;COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1;DGMZLCLHHVYDIS-UHFFFAOYSA-N
CHEMBL338802;SULFAGUANIDINE;GPPE SUSP FTE|GUANIMYCIN|NSC-14041|SULFAGUANIDINE|SULPHAGUANIDINE;Small molecule;4;214.25;27;64;-0.77;124.56;3;3;0;2;N;0.34;None;5.09;-0.92;-0.92;1;MOL;0;14;6;6;1;2.140.524;NEUTRAL;C7H10N4O2S;NC(N)=NS(=O)(=O)c1ccc(N)cc1;BRBKOPJOKNSWSG-UHFFFAOYSA-N
CHEMBL1200342;PARAMETHASONE ACETATE;DILLAR|Haldrone|PARAMETHASONE|PARAMETHASONE 21-ACETATE|PARAMETHASONE ACETATE;Small molecule;4;434.50;1;1;2.32;100.90;6;2;0;3;N;0.66;12.47;None;1.74;1.74;0;MOL;0;31;6;2;0;4.342.105;NEUTRAL;C24H31FO6;CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;HYRKAAMZBDSJFJ-LFDBJOOHSA-N
CHEMBL1200831;SPIRAPRIL HYDROCHLORIDE;Renormax|SCH 33844|SCH-33844|SPIRAPRIL HCL|SPIRAPRIL HYDROCHLORIDE;Small molecule;4;503.09;1;1;2.39;95.94;7;2;0;9;N;0.54;3.62;5.20;1.60;-0.03;1;MOL;0;31;7;2;0;4.661.596;ACID;C22H31ClN2O5S2;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl;CLDOLNORSLLQDI-OOAIBONUSA-N
CHEMBL1200971;CEPHALOGLYCIN;39435|CEFALOGLYCIN|CEFALOGLYCIN DIHYDRATE|CEPHALOGLYCIN|CEPHALOGLYCIN ANHYDROUS|CEPHALOGLYCIN DIHYDRATE|KEFOCIN|Kafocin;Small molecule;4;405.43;15;38;-0.01;139.03;7;3;0;6;N;0.44;3.15;7.23;-2.98;-3.34;1;MOL;0;28;9;4;0;4.050.995;ACID;C18H19N3O6S;CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1;FUBBGQLTSCSAON-PBFPGSCMSA-N
CHEMBL1200891;OXYPHENCYCLIMINE HYDROCHLORIDE;Daricon|NSC-528449|OXIPHENCYCLIMINE CHLORIDE|OXYPHENCYCLIMINE HCL|OXYPHENCYCLIMINE HYDROCHLORIDE;Small molecule;4;380.92;12;26;2.73;62.13;5;1;0;5;N;0.83;11.54;9.27;2.62;0.86;1;MOL;0;25;5;1;0;3.442.100;BASE;C20H29ClN2O3;CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl;WXAYTPABEADAAB-UHFFFAOYSA-N
CHEMBL1909072;PIPAMAZINE;PIPAMAZINE;Small molecule;4;401.96;108;270;4.53;49.57;4;1;0;5;N;0.80;None;8.73;3.80;2.45;2;MOL;0;27;4;2;0;4.011.329;BASE;C21H24ClN3OS;NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1;OSJJYEUEJRVVOD-UHFFFAOYSA-N
CHEMBL1644030;POTASSIUM BROMIDE;KALI BROMATUM|NSC-77367|POT BROM|POTASSIUM BROMIDE|Potassium Bromide;Small molecule;4;119.00;6;6;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;1;None;None;None;None;1.178.820;None;BrK;[Br-].[K+];IOLCXVTUBQKXJR-UHFFFAOYSA-M
CHEMBL502135;XYLOSE;FEMA NO. 3606|NSC-122762|XYLOSE|Xylo-Pfan;Small molecule;4;150.13;11;32;-2.58;90.15;5;4;0;0;N;0.30;11.31;None;-2.30;-2.30;0;MOL;0;10;5;4;0;1.500.528;NEUTRAL;C5H10O5;OC1OC[C@@H](O)[C@H](O)[C@H]1O;SRBFZHDQGSBBOR-IOVATXLUSA-N
CHEMBL1334860;DILOXANIDE FUROATE;DICHLOFURAZOL|DILOXANIDE FUROATE|DILOXANIDI FUROAS|ENTAMIZOLE|FURAMIDE|FURENTOMIN|HISTOMIBAL|NSC-759146;Small molecule;4;328.15;22;31;3.27;59.75;4;0;0;4;N;0.49;13.09;None;3.08;3.08;2;MOL;0;21;5;0;0;3.270.065;NEUTRAL;C14H11Cl2NO4;CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1;BDYYDXJSHYEDGB-UHFFFAOYSA-N
CHEMBL796;METHYLPHENIDATE;COTEMPLA XR-ODT|Concerta|Daytrana|METHYLPHENIDATE|METHYLPHENIDATE EXTENDED RELEASE|Methylin|PRC-063|THREO-DL-METHYLPHENIDATE;Small molecule;4;233.31;33;106;2.09;38.33;3;1;0;3;Y;0.81;None;9.09;2.25;0.57;1;MOL;0;17;3;1;0;2.331.416;BASE;C14H19NO2;COC(=O)C(c1ccccc1)C1CCCCN1;DUGOZIWVEXMGBE-UHFFFAOYSA-N
CHEMBL1200522;AVOBENZONE;AVOBENZONE|BUTYL METHOXYDIBENZOYLMETHANE|ESCALOL 517|EUSOLEX 9020|NEOHELIOPAN 357|NSC-758680|Parsol 1789;Small molecule;4;310.39;24;41;4.45;43.37;3;0;0;5;N;0.61;9.92;None;4.56;4.56;2;MOL;0;23;3;0;0;3.101.569;NEUTRAL;C20H22O3;COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1;XNEFYCZVKIDDMS-UHFFFAOYSA-N
CHEMBL1201794;RIBOFLAVIN 5'-PHOSPHATE;E101a|FLAVIN MONONUCLEOTIDE|RIBOFLAVIN 5'-PHOSPHATE|RIBOFLAVIN PHOSPHATE|VITAMIN B2 PHOSPHATE;Small molecule;4;456.35;10;18;-1.61;208.09;10;6;1;7;N;0.18;1.49;None;-1.04;-5.67;1;MOL;0;31;13;6;2;4.561.046;ACID;C17H21N4O9P;Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C;FVTCRASFADXXNN-SCRDCRAPSA-N
CHEMBL433;VALPROATE SODIUM;A-44090|ABBOTT 44090|ABBOTT-44090|DELEPSINE|DEPAKINE|Depacon|Depakote|Depakote CP|Depakote ER|EPILIM|EPILIM 200|EPILIM 500|EPILIM CHRONO 200|EPILIM CHRONO 300|EPILIM CHRONO 500|EPILIM CHRONOSPHERE|EPILIM IV|EPISENTA|KENTILIM|KW-6066N|NATRII VALPROAS|NSC-732626|NSC-757376|ORFIRIL|ORLEPT|SELENICA|SODIUM 2-PROPYLPENTANOATE|SODIUM VALPROATE|VALPROATE SODIUM|VALPROIC ACID SODIUM SALT (1:1)|VALPROIC ACID, SODIUM|VALPROIC ACID, SODIUM SALT;Small molecule;4;166.20;49;540;2.29;37.30;1;1;0;5;N;0.64;5.14;None;2.80;0.56;0;MOL;0;10;2;1;0;1.441.150;ACID;C8H15NaO2;CCCC(CCC)C(=O)[O-].[Na+];AEQFSUDEHCCHBT-UHFFFAOYSA-M
CHEMBL1705;CLONIDINE HYDROCHLORIDE;CATAPRES P.L.|CATAPRES TTS 1|CATAPRES TTS 2|CATAPRES TTS 3|CLONIDINE HCL|CLONIDINE HYDROCHLORIDE|Catapres|DICHLORANILINO IMIDAZOLIN|DIXARIT|Duraclon|JENLOGA|KAPVAY|NSC-756699|ST-155;Small molecule;4;266.56;25;36;2.17;36.42;1;2;0;1;Y;0.78;None;9.34;2.04;0.73;1;MOL;0;14;3;2;0;2.290.174;BASE;C9H10Cl3N3;Cl.Clc1cccc(Cl)c1NC1=NCCN1;ZNIFSRGNXRYGHF-UHFFFAOYSA-N
CHEMBL1201023;ORPHENADRINE HYDROCHLORIDE;BIORPHEN|DISIPAL|MEPHENAMIN|NSC-82357|ORPHENADRINE (CHLORIDE)|ORPHENADRINE HCL|ORPHENADRINE HYDROCHLORIDE|Orphenadrine (Chloride);Small molecule;4;305.85;22;40;3.66;12.47;2;0;0;6;N;0.79;None;8.87;4.17;2.69;2;MOL;0;20;2;0;0;2.691.780;BASE;C18H24ClNO;Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl;UQZKYYIKWZOKKD-UHFFFAOYSA-N
CHEMBL2141296;IXAZOMIB;IXAZOMIB|MLN-2238|MLN-9708 FREE BASE|MLN2238|NINLARO;Small molecule;4;361.03;20;51;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;3.600.815;None;C14H19BCl2N2O4;CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O;MXAYKZJJDUDWDS-LBPRGKRZSA-N
CHEMBL1256;ISOFLURANE;AERRANE|COMPOUND 469|COMPOUND-469|Forane|ISOFLURANE;Small molecule;4;184.49;9;64;2.35;9.23;1;0;0;2;Y;0.47;None;None;2.84;2.84;0;MOL;0;10;1;0;0;1.839.714;NEUTRAL;C3H2ClF5O;FC(F)OC(Cl)C(F)(F)F;PIWKPBJCKXDKJR-UHFFFAOYSA-N
CHEMBL2108558;SENNA;AFRIKANSKAYA SENNA LEAF|AFRIKANSKAYA SENNA WHOLE|ALEXANDRIA SENNA|ALEXANDRIAN SENNA LEAF|ALEXANDRIAN SENNA WHOLE|B2056|BHUIKHAKHASA LEAF|BHUIKHAKHASA WHOLE|BOMBAY SENNA LEAF|BOMBAY SENNA WHOLE|CALIFIG|CASSE LEAF|CASSE WHOLE|CASSIA ACUTIFOLIA LEAF|CASSIA ACUTIFOLIA WHOLE|CASSIA ALEXANDRINA LEAF|CASSIA ANGUSTIFOLIA LEAF|CASSIA ANGUSTIFOLIA VAHL|CASSIA LANCEOLATA LEAF|CASSIA SENNA L.|CASSIA SENNA LEAF|ENNAE FOLIUM|FAN XIE YE|FANXIEYE (CASSIA ANGUSTIFOLIA)|HINDISANA LEAF|HINDISANA WHOLE|INDIAN SENNA LEAF|INDIAN SENNA WHOLE|JALELO LEAF|JALELO WHOLE|KASSIYA OSTROLISTNAYA LEAF|KASSIYA OSTROLISTNAYA WHOLE|MANEVAC|NSC-112930|SANA LEAF|SANA WHOLE|SENNA|SENNA ACUTIFOLIA LEAF|SENNA ACUTIFOLIA WHOLE|SENNA ALEXANDRINA|SENNA ALEXANDRINA DRY LEAF|SENNA ALEXANDRINA LEAF|SENNA ALEXANDRINA LEAF DRY EXTRACT|SENNA ALEXANDRINA LEAF EXTRACT|SENNA ALEXANDRINA LEAF POWDER|SENNA ALEXANDRINA WHOLE|SENNA ANGUSTIFOLIA LEAF|SENNA CONCENTRATE|SENNA EXTRACT|SENNA GLYCOSIDES|SENNA LEAF|SENNA LEAF (CASSIA ANGUSTIFOLIA)|SENNA WHOLE|SENNA-I-MAKKI LEAF|SENNA-I-MAKKI WHOLE|SENNAE FOLIUM|SENNAE FOLIUM CONCISUM|SENNOSIDE B|SENNOSIDES SENNOSIDE B|SENOKOT MAX STRGH|STANDARDIZED SENNA CONCENTRATE|SURE-LAX|SVARNAPATRI LEAF|SVARNAPATRI WHOLE|Senokot|TINNEVELLY SENNA|TINNEVELLY SENNA LEAF|TINNEVELLY SENNA WHOLE|TRUE SENNA LEAF|TRUE SENNA WHOLE|X-PREP|XIA YE FAN XIE;Small molecule;4;;;;;;;;;;;;;;;;;NONE;0;;;;;;;;;
CHEMBL1292;CLOFAZIMINE;CHLOFAZIMINE|CLOFAZIMINE|CLOFAZIMINUM|COLFAZIMINE|G 30320|G-30320|Lamprene|NSC-141046;Small molecule;4;473.41;75;313;7.49;42.21;4;1;1;4;N;0.27;None;6.63;7.30;7.24;3;MOL;0;33;4;1;1;4.721.222;NEUTRAL;C27H22Cl2N4;CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1;WDQPAMHFFCXSNU-BGABXYSRSA-N
CHEMBL1113;AMOXAPINE;AMOXAPINE|ASENDIS|Asendin|CL 67,772|CL 67772|CL-67,772|CL-67772|DEFANYL|NSC-759559;Small molecule;4;313.79;173;936;3.43;36.86;4;1;0;0;N;0.81;None;8.83;3.08;1.64;2;MOL;0;22;4;1;0;3.130.982;BASE;C17H16ClN3O;Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2;QWGDMFLQWFTERH-UHFFFAOYSA-N
CHEMBL98123;PAPAVERINE HYDROCHLORIDE;ARTEGODAN|CARDOVERINA|NSC-35443|PAPAVER HCL|PAPAVERINE HCL|PAPAVERINE HYDROCHLORIDE|PAPAVERINI HYDROCHLORIDUM|Pavabid|VASORIN;Small molecule;4;375.85;116;189;3.86;49.81;5;0;0;6;N;0.68;None;6.03;3.08;3.06;3;MOL;0;25;5;0;0;3.391.471;NEUTRAL;C20H22ClNO4;COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl;UOTMYNBWXDUBNX-UHFFFAOYSA-N
CHEMBL43452;POMALIDOMIDE;ACTIMID|CC-4047|IMID 3|IMID-3|IMNOVID|POMALIDOMIDE|POMALYST;Small molecule;4;273.25;32;73;-0.33;109.57;5;2;0;1;N;0.54;11.59;1.56;-0.16;-0.16;1;MOL;0;20;7;3;0;2.730.750;NEUTRAL;C13H11N3O4;Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O;UVSMNLNDYGZFPF-UHFFFAOYSA-N
CHEMBL1185;ZOLMITRIPTAN;311-C-90|311C90|CVT-427|NSC-760383|ZOLMITRIPTAN|ZOMIG-ZMT|Zomig;Small molecule;4;287.36;48;151;1.92;57.36;3;2;0;5;N;0.88;13.00;9.55;2.04;-0.09;2;MOL;0;21;5;2;0;2.871.634;BASE;C16H21N3O2;CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12;ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CHEMBL1200936;PENICILLIN G PROCAINE;BENZYLPENICILLIN PROCAINE|CRYSTICILLIN A.S.|Crysticillin|DURACILLIN A.S.|Duracillin|PENICILLIN G PROCAINE|PFIZERPEN-AS|PROCAINE PENICILLIN|PROCAINE PENICILLIN G|PROCAINI BENZYLPENICILLINUM|Pfizerpen|Procaine Benzylpenicillin|Procaine Penicillin|Wycillin;Small molecule;4;588.73;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;5.702.512;None;C29H40N4O7S;CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O;KZDCMKVLEYCGQX-UDPGNSCCSA-N
CHEMBL594;EMEDASTINE;EMEDASTINE|Emadine|Emedastine;Small molecule;4;302.42;7;22;2.21;33.53;5;0;0;5;N;0.79;None;8.66;2.49;1.21;2;MOL;0;22;5;0;0;3.022.107;BASE;C17H26N4O;CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21;KBUZBQVCBVDWKX-UHFFFAOYSA-N
CHEMBL1615779;IOBENGUANE I 131;(131I)-MIBG|131 I-MIBG|131I-MIBG|3-IODOBENZYLGUANIDINE (131I)|3-IODOBENZYLGUANIDINE, I-131|AZEDRA|I-131 METAIODOBENZYLGUANIDINE|IOBENGUANE (131 I)|IOBENGUANE (131I)|IOBENGUANE I 131|IOBENGUANE I-131|IOBENGUANE, I-131|IODINE (131I) IOBENGUANE|M131IBG|METAIODOBENZYLGUANIDINE I-131|MIBG I-131;Small molecule;4;279.10;;;1.27;61.90;1;3;0;2;N;0.43;None;11.75;1.69;-0.72;1;MOL;0;12;3;4;0;2.749.919;BASE;C8H10IN3;N=C(N)NCc1cccc([131I])c1;PDWUPXJEEYOOTR-JRGAVVOBSA-N
CHEMBL290916;EDARAVONE;ANTIPYRINE RELATED COMPOUND A|C.I. DEVELOPER 1|COLOREX PMP|DEVELOPER Z|EDARAVONE|JAROCOL PMP|MCI-186|NORPHENAZONE|NSC-12|NSC-26139|NSC-2629|PHENYL METHYL PYRAZOLONE|RADICAVA|Radicut;Small molecule;4;174.20;177;567;1.80;32.67;2;0;0;1;Y;0.64;None;None;1.53;1.53;1;MOL;0;13;3;0;0;1.740.793;NEUTRAL;C10H10N2O;CC1=NN(c2ccccc2)C(=O)C1;QELUYTUMUWHWMC-UHFFFAOYSA-N
CHEMBL1660;RIFAPENTINE;ANTIBIOTIC DL-473IT|DL-473|KTC-1|MDL 473|MDL-473|PRIFITIN|Priftin|R-77-3|R-773|RIFAPENTIN|RIFAPENTINE;Small molecule;4;877.04;119;622;5.65;220.15;15;6;4;5;N;0.09;7.00;7.82;3.70;3.78;2;MOL;0;63;16;6;4;8.764.521;NEUTRAL;C47H64N4O12;CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C;WDZCUPBHRAEYDL-GZAUEHORSA-N
CHEMBL296306;LACTULOSE;4-GALACTOSYL FRUCTOSE|Acilac|BIFITERAL|CEPHULAC|CHRONULAC|Cholac|Constilac|Constulose|DUPHALAC|DUPHALAC DRY|E966|EVALOSE|Enulose|Generlac|HEPTALAC|LACTULOSE|LACTULOSE JP17|LAXOSE ORANGE|LEMLAX|Laxilose|NSC-757082|OSMOLAX|PORTALAC|REGULOSE;Small molecule;4;342.30;13;75;-5.40;189.53;11;8;2;5;N;0.24;10.28;None;-4.53;-4.53;0;MOL;0;23;11;8;2;3.421.162;NEUTRAL;C12H22O11;OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;JCQLYHFGKNRPGE-FCVZTGTOSA-N
CHEMBL1196;PROPARACAINE;Alcaine|Kainair|Ophthaine|Ophthetic|PROPARACAINE|PROXYMETACAINE|Paracaine|Proparacaine;Small molecule;4;294.39;113;301;2.56;64.79;5;1;0;9;N;0.56;None;8.96;2.60;1.03;1;MOL;0;21;5;2;0;2.941.943;BASE;C16H26N2O3;CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N;KCLANYCVBBTKTO-UHFFFAOYSA-N
CHEMBL1482;BETHANECHOL;BETHANECHOL|Bethanechol;Small molecule;4;161.22;18;45;0.18;52.32;2;1;0;3;Y;0.60;None;None;-4.14;-4.14;0;MOL;0;11;4;2;0;1.611.285;NEUTRAL;C7H17N2O2+;CC(C[N+](C)(C)C)OC(N)=O;NZUPCNDJBJXXRF-UHFFFAOYSA-O
CHEMBL2106660;ACEFYLLINE PIPERAZINE;ACEFYLLINE PIPERAZINE|ACEPIFYLLINE|DYNAPHYLLINE|EPICOPHYLLINE|ETAFILLINA|ETAPHYLLINE|ETOPHYLATE|PIPERAZINE THEOPHYLLINE ETHANOATE;Small molecule;4;562.54;;;-1.48;99.12;7;1;0;2;N;0.69;3.26;None;-1.07;-4.50;2;MOL;0;17;8;1;0;2.380.702;ACID;C22H30N10O8;C1CNCCN1.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O.Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O;HAAJFUJFGYCCPU-UHFFFAOYSA-N
CHEMBL471737;IVABRADINE;Corlanor|IVABRADINE|PROCORALAN|S-16257;Small molecule;4;468.59;8;26;3.31;60.47;6;0;0;10;N;0.53;None;9.37;2.72;0.76;2;MOL;0;34;7;0;0;4.682.624;BASE;C27H36N2O5;COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2;ACRHBAYQBXXRTO-OAQYLSRUSA-N
CHEMBL723;CARVEDILOL;BM 14.190|BM-14-190|BM-14.190|BM-14190|C07AG02|CARVEDILOL|COREG|CORONIS|Coreg CR|DILATREND|DIMITONE|DQ-2466|EUCARDIC|EUCARDIC 12.5|EUCARDIC 25|EUCARDIC 3.125|EUCARDIC 6.25|KORVASAN|KREDEX|NSC-758694|SKF-105517|TALLITON;Small molecule;4;406.48;175;1307;3.74;75.74;5;3;0;10;N;0.35;None;8.74;3.42;2.07;4;MOL;0;30;6;3;0;4.061.893;BASE;C24H26N2O4;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12;OGHNVEJMJSYVRP-UHFFFAOYSA-N
CHEMBL1054;TRICHLORMETHIAZIDE;Metahydrin|NSC-61560|Naqua|TRICHLOREX|TRICHLORMAS|TRICHLORMETHIAZIDE|TRICHLOROMETHIAZIDE|Trichlormethiazide;Small molecule;4;380.66;127;342;0.82;118.36;5;3;0;2;N;0.66;8.32;None;0.97;0.93;1;MOL;0;20;7;4;0;3.789.022;NEUTRAL;C8H8Cl3N3O4S2;NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O;LMJSLTNSBFUCMU-UHFFFAOYSA-N
CHEMBL3989939;LAROTRECTINIB SULFATE;ARRY-470 SULFATE|LAROTRECTINIB SULFATE|LOXO-101 sulfate|VITRAKVI;Small molecule;4;526.52;7;17;2.95;86.00;6;2;0;3;N;0.67;10.94;0.70;2.44;2.44;3;MOL;0;31;8;2;0;4.281.772;NEUTRAL;C21H24F2N6O6S;O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1.O=S(=O)(O)O;PXHANKVTFWSDSG-QLOBERJESA-N
CHEMBL1481;GLIMEPIRIDE;Amaryl|GLIMEPIRIDE|HOE 490|HOE-490|NIDDARYL|NSC-759809;Small molecule;4;490.63;140;863;3.07;124.68;5;3;0;7;N;0.54;4.32;None;3.12;2.18;1;MOL;0;34;9;3;0;4.902.250;ACID;C24H34N4O5S;CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O;WIGIZIANZCJQQY-RUCARUNLSA-N
CHEMBL3039596;FOSINOPRIL SODIUM;FOSENOPRIL SODIUM|FOSINOPRIL SODIUM|FOSINOPRIL SODIUM SALT|FOSITENS|FOZITEC|Monopril|SQ 28555|SQ-28555|STARIL;Small molecule;4;585.65;;;6.12;110.21;6;1;2;14;N;0.13;3.87;None;5.62;2.40;1;MOL;0;39;8;1;2;5.633.012;ACID;C30H45NNaO7P;CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C.[Na+];TVTJZMHAIQQZTL-WATAJHSMSA-M
CHEMBL1286;LEVETIRACETAM;AGB-101|DESITREND|ELEPSIA|ELEPSIA XR|KEPPRA XR|Keppra|LEVETIRACETAM|LEVETIRACETAM ACCORD|LEVETIRACETAM ACTAVIS|LEVETIRACETAM HOSPIRA|LEVETIRACETAM IN SODIUM CHLORIDE|LEVETIRACETAM SUN|LEVETIRACETAM TEVA|LEVETIRACETAME|MATEVER|N03AX14|NSC-760119|SPRITAM|UCB 22059|UCB L059|UCB-22059|UCB-L059;Small molecule;4;170.21;29;123;-0.13;63.40;2;1;0;3;N;0.64;None;None;-0.59;-0.59;0;MOL;0;12;4;2;0;1.701.055;NEUTRAL;C8H14N2O2;CC[C@@H](C(N)=O)N1CCCC1=O;HPHUVLMMVZITSG-LURJTMIESA-N
CHEMBL248702;DEXFENFLURAMINE;D-FENFLURAMINE|DEXFENFLURAMINE|Dexfenfluramine|FENFLURAMINE D-FORM|ISOLIPAN|J13.711A|S 5614;Small molecule;4;231.26;129;632;3.25;12.03;1;1;0;4;N;0.84;None;10.22;3.47;0.79;1;MOL;0;16;1;1;0;2.311.235;BASE;C12H16F3N;CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1;DBGIVFWFUFKIQN-VIFPVBQESA-N
CHEMBL1201087;CABERGOLINE;CABASER|CABERGOLINE|Dostinex|FCE 21336|FCE-21336|VELACTIS;Small molecule;4;451.62;10;60;3.19;71.68;4;2;0;8;N;0.60;None;9.32;2.58;-0.05;2;MOL;0;33;7;2;0;4.512.947;BASE;C26H37N5O2;C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21;KORNTPPJEAJQIU-KJXAQDMKSA-N
CHEMBL1200338;PINACIDIL;NSC-759588|PINACIDIL|PINACIDIL MONOHYDRATE|Pinacidil hydrate|Pindac;Small molecule;4;263.35;12;16;2.35;73.10;3;2;0;2;N;0.48;None;5.61;2.25;2.24;1;MOL;0;18;5;2;0;2.451.640;NEUTRAL;C13H21N5O;CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C.O;AFJCNBBHEVLGCZ-UHFFFAOYSA-N
